iter	Passed	Remaining
0	54	54756
1	113	56829
2	176	58541
3	237	59182
4	297	59233
5	358	59400
6	418	59423
7	482	59803
8	546	60141
9	596	59090
10	659	59311
11	700	57683
12	763	57941
13	823	57992
14	885	58121
15	944	58103
16	1005	58126
17	1065	58114
18	1255	64847
19	1348	66069
20	1431	66738
21	1495	66486
22	1534	65194
23	1594	64826
24	1663	64892
25	1724	64595
26	1745	62889
27	1794	62307
28	1854	62104
29	1885	60958
30	1946	60838
31	2006	60690
32	2065	60524
33	2125	60395
34	2186	60285
35	2227	59646
36	2289	59576
37	2347	59434
38	2406	59300
39	2470	59285
40	2532	59236
41	2592	59140
42	2653	59054
43	2713	58965
44	2744	58246
45	2804	58164
46	2865	58095
47	2926	58037
48	2985	57950
49	3062	58181
50	3131	58262
51	3195	58262
52	3255	58173
53	3314	58072
54	3373	57968
55	3433	57886
56	3524	58310
57	3619	58783
58	3731	59508
59	3792	59418
60	3853	59324
61	3914	59223
62	3974	59114
63	4035	59024
64	4096	58932
65	4156	58824
66	4218	58743
67	4281	58680
68	4342	58590
69	4402	58496
70	4463	58402
71	4524	58310
72	4591	58307
73	4653	58229
74	4721	58233
75	4782	58139
76	4841	58035
77	4902	57950
78	4962	57850
79	5022	57753
80	5083	57673
81	5123	57360
82	5184	57284
83	5251	57266
84	5312	57191
85	5375	57131
86	5396	56629
87	5455	56536
88	5517	56478
89	5579	56418
90	5642	56361
91	5718	56438
92	5792	56496
93	5911	56978
94	5994	57108
95	6059	57062
96	6080	56606
97	6141	56525
98	6202	56449
99	6261	56356
100	6331	56355
101	6392	56275
102	6452	56197
103	6512	56110
104	6575	56044
105	6636	55974
106	6659	55577
107	6718	55491
108	6779	55418
109	6830	55261
110	6890	55188
111	6951	55112
112	7001	54959
113	7012	54502
114	7073	54432
115	7133	54363
116	7195	54305
117	7255	54230
118	7286	53946
119	7348	53887
120	7411	53837
121	7470	53765
122	7530	53691
123	7591	53626
124	7613	53291
125	7673	53226
126	7684	52822
127	7751	52804
128	7810	52736
129	7870	52669
130	7920	52542
131	7982	52488
132	8043	52433
133	8158	52727
134	8196	52515
135	8229	52280
136	8325	52443
137	8388	52394
138	8448	52334
139	8510	52275
140	8591	52341
141	8654	52291
142	8719	52258
143	8769	52130
144	8829	52062
145	8889	52000
146	8948	51926
147	8989	51751
148	9050	51689
149	9109	51620
150	9170	51559
151	9231	51502
152	9292	51442
153	9351	51373
154	9411	51306
155	9471	51240
156	9531	51176
157	9582	51066
158	9644	51014
159	9716	51012
160	9778	50959
161	9839	50899
162	9899	50833
163	9959	50768
164	10018	50701
165	10087	50680
166	10148	50623
167	10200	50518
168	10260	50454
169	10321	50394
170	10388	50363
171	10521	50648
172	10616	50751
173	10651	50563
