iter	Accuracy	Logloss
0	0.7805486284	0.6775583031
1	0.7855361596	0.6599525204
2	0.7980049875	0.6443498497
3	0.8067331671	0.6306581612
4	0.825436409	0.6151838902
5	0.8291770574	0.6008826427
6	0.8291770574	0.5859584131
7	0.8279301746	0.5740666178
8	0.8291770574	0.562978788
9	0.8291770574	0.553472027
10	0.8266832918	0.5440843809
11	0.8316708229	0.5345809824
12	0.8316708229	0.5250455006
13	0.8291770574	0.518826749
14	0.8291770574	0.5128555496
15	0.8304239401	0.5073961403
16	0.8304239401	0.4985555961
17	0.8304239401	0.4936505068
18	0.8329177057	0.4857375694
19	0.8379052369	0.4801275893
20	0.8379052369	0.4751715641
21	0.8354114713	0.4701085322
22	0.8366583541	0.4646486138
23	0.8403990025	0.4624178341
24	0.8416458853	0.4573696788
25	0.8379052369	0.4525312477
26	0.8391521197	0.4486740653
27	0.8379052369	0.4457999604
28	0.8379052369	0.4433569337
29	0.8428927681	0.4401311308
30	0.8379052369	0.4387645046
31	0.8391521197	0.435467302
32	0.8391521197	0.4326794988
33	0.8366583541	0.4299289745
34	0.8354114713	0.4269044331
35	0.8354114713	0.4250098293
36	0.8379052369	0.4211042925
37	0.8391521197	0.4198004217
38	0.8379052369	0.4183669184
39	0.8416458853	0.4166676366
40	0.8391521197	0.4141595397
41	0.8391521197	0.4123480658
42	0.8441396509	0.4103167688
43	0.8428927681	0.4082471418
44	0.8441396509	0.406078869
45	0.8478802993	0.403901573
46	0.8466334165	0.4025333686
47	0.8453865337	0.401015871
48	0.8453865337	0.3993342853
49	0.8453865337	0.3985101303
50	0.8441396509	0.3974534137
51	0.8441396509	0.3960571818
52	0.8428927681	0.3955750868
53	0.8428927681	0.3944922465
54	0.8428927681	0.393359742
55	0.8428927681	0.3926066289
56	0.8428927681	0.3900829056
57	0.8466334165	0.3877660688
58	0.8478802993	0.3862977957
59	0.8478802993	0.3848865209
60	0.8478802993	0.3837386904
61	0.8478802993	0.3817216747
62	0.8478802993	0.381150517
63	0.8478802993	0.3794410637
64	0.849127182	0.3784952251
65	0.849127182	0.377977894
66	0.8503740648	0.3760251377
67	0.8478802993	0.3750835574
68	0.8516209476	0.3731324038
69	0.8516209476	0.3714561402
70	0.8516209476	0.370814805
71	0.8516209476	0.3700586286
72	0.8528678304	0.3693875229
73	0.8528678304	0.3678147111
74	0.8566084788	0.3667549454
75	0.8541147132	0.3663859618
76	0.855361596	0.3658253323
77	0.8566084788	0.3650229285
78	0.855361596	0.3641266341
79	0.855361596	0.3629968877
80	0.8578553616	0.3620589691
81	0.8566084788	0.3611688676
82	0.8566084788	0.3603028283
83	0.8578553616	0.3591853108
84	0.8603491272	0.3582968009
85	0.8603491272	0.3574268087
86	0.8603491272	0.3565701463
87	0.8578553616	0.3551621775
88	0.8578553616	0.35397263
89	0.8578553616	0.3535765298
90	0.8578553616	0.3530537141
91	0.8578553616	0.3518553385
92	0.8591022444	0.3507945375
93	0.8603491272	0.3503510813
94	0.86159601	0.3497862876
95	0.8628428928	0.349247419
96	0.86159601	0.3487248252
97	0.86159601	0.3478373576
98	0.8628428928	0.3470652441
99	0.86159601	0.3467873955
100	0.8628428928	0.3458652512
101	0.8628428928	0.3452008563
102	0.8640897756	0.3442344287
103	0.8640897756	0.3440506268
104	0.8640897756	0.3440493465
105	0.8653366584	0.3433969273
106	0.8653366584	0.3422576673
107	0.8653366584	0.3419299775
108	0.8665835411	0.3414766559
109	0.8678304239	0.3404735193
110	0.8678304239	0.3394669727
111	0.8678304239	0.3387639532
112	0.8678304239	0.3385240679
113	0.8678304239	0.3377061755
114	0.8665835411	0.33734974
115	0.8665835411	0.33702647
116	0.8665835411	0.3368399038
117	0.8665835411	0.3363739836
118	0.8665835411	0.3358047244
119	0.8665835411	0.3357648069
120	0.8665835411	0.3357615304
121	0.8665835411	0.3356140612
122	0.8678304239	0.3349010891
123	0.8678304239	0.3344941839
124	0.8690773067	0.3341357322
125	0.8690773067	0.3336054791
126	0.8703241895	0.333187459
127	0.8703241895	0.3327282272
128	0.8703241895	0.3323466515
129	0.8715710723	0.3313473258
130	0.8715710723	0.3312877244
131	0.8715710723	0.3310943291
132	0.8715710723	0.3303036402
133	0.8715710723	0.3295889843
134	0.8715710723	0.329576283
135	0.8728179551	0.3286815417
136	0.8753117207	0.3281892072
137	0.8765586035	0.3275516208
138	0.8765586035	0.3270837356
139	0.8778054863	0.3268557305
140	0.8778054863	0.3263164737
141	0.8778054863	0.3259694934
142	0.8765586035	0.3257340855
143	0.8765586035	0.3252577132
144	0.8765586035	0.3246294425
145	0.8778054863	0.324244635
146	0.8778054863	0.3238319502
147	0.8765586035	0.32349779
148	0.8790523691	0.323165035
149	0.8778054863	0.3226286335
150	0.8778054863	0.3224552932
151	0.8778054863	0.322318204
152	0.8790523691	0.3220293538
153	0.8802992519	0.3212050711
154	0.8802992519	0.3210202403
155	0.8790523691	0.3207080056
156	0.8790523691	0.3205823158
157	0.8802992519	0.320474356
158	0.8802992519	0.3204137241
159	0.8802992519	0.3202754362
160	0.8802992519	0.3201139092
161	0.8802992519	0.319802447
162	0.8815461347	0.3192192108
163	0.8827930175	0.3189465665
164	0.8815461347	0.318691066
165	0.8827930175	0.3183268896
166	0.8827930175	0.3183267275
167	0.8840399002	0.3181232582
168	0.8840399002	0.3179163504
169	0.8840399002	0.3178047861
170	0.8865336658	0.3171043143
171	0.8865336658	0.3167064331
172	0.8865336658	0.3159384791
173	0.8877805486	0.315432911
174	0.8902743142	0.3145231969
175	0.8940149626	0.3140602279
176	0.8940149626	0.3137261587
177	0.8940149626	0.3129635995
178	0.8927680798	0.3125001774
179	0.8927680798	0.3122754179
180	0.8940149626	0.311647422
181	0.8952618454	0.3114001448
182	0.8940149626	0.3108891093
183	0.8965087282	0.3104651161
184	0.8952618454	0.310076693
185	0.8965087282	0.3098113719
186	0.9002493766	0.3091994773
187	0.9002493766	0.3088199021
188	0.9002493766	0.3085489767
189	0.9002493766	0.3084194685
190	0.9002493766	0.3083676878
191	0.9002493766	0.3082303228
192	0.9002493766	0.3080064383
193	0.9002493766	0.3078591746
194	0.897755611	0.3075477694
