iter	Accuracy	Logloss
0	0.7890137328	0.6774175661
1	0.8214731586	0.6628229953
2	0.8302122347	0.6446448765
3	0.8289637953	0.6284016869
4	0.8302122347	0.6147890212
5	0.8352059925	0.6014667486
6	0.8327091136	0.5896193114
7	0.8377028714	0.5783877609
8	0.8377028714	0.5671551115
9	0.836454432	0.5564618129
10	0.836454432	0.5482918713
11	0.8389513109	0.5415921246
12	0.836454432	0.5330981081
13	0.8339575531	0.5245622802
14	0.8352059925	0.5168509493
15	0.8401997503	0.5099457837
16	0.8377028714	0.5015523267
17	0.8377028714	0.4965914108
18	0.8389513109	0.4912728893
19	0.8389513109	0.4852645437
20	0.8426966292	0.4794799979
21	0.8401997503	0.4746082421
22	0.8401997503	0.4685653454
23	0.8414481898	0.4642363635
24	0.8414481898	0.460742083
25	0.8401997503	0.4566236485
26	0.8401997503	0.4532481931
27	0.8426966292	0.4489511201
28	0.8426966292	0.4473378414
29	0.8439450687	0.444288234
30	0.8464419476	0.440259413
31	0.8451935081	0.436901031
32	0.8464419476	0.4338623798
33	0.847690387	0.4313145225
34	0.8501872659	0.4283338979
35	0.8501872659	0.4244277232
36	0.8489388265	0.4225938436
37	0.847690387	0.4208931569
38	0.8526841448	0.4177267787
39	0.8551810237	0.4159276365
40	0.8551810237	0.4142890111
41	0.8551810237	0.4120973826
42	0.8551810237	0.4103039755
43	0.8551810237	0.4087522912
44	0.8551810237	0.4073968757
45	0.8551810237	0.4059393474
46	0.8551810237	0.4033658267
47	0.8551810237	0.4010538367
48	0.8539325843	0.3988738683
49	0.8551810237	0.3967475191
50	0.8539325843	0.3954878562
51	0.8551810237	0.3949985188
52	0.8551810237	0.3943966485
53	0.8601747815	0.3931192235
54	0.8601747815	0.3910116345
55	0.8551810237	0.3904041691
56	0.8564294632	0.3885598647
57	0.8576779026	0.3866072363
58	0.8589263421	0.3850251366
59	0.8564294632	0.3839359105
60	0.8589263421	0.3830687682
61	0.8589263421	0.3824379337
62	0.8639200999	0.3814646444
63	0.8626716604	0.3797069054
64	0.8626716604	0.3786991325
65	0.8626716604	0.3776606952
66	0.861423221	0.3771622355
67	0.8626716604	0.3760963684
68	0.861423221	0.3748476046
69	0.8639200999	0.373514246
70	0.8626716604	0.3730090158
71	0.8626716604	0.3723573482
72	0.8639200999	0.371752563
73	0.8639200999	0.3705274108
74	0.8651685393	0.369394195
75	0.8651685393	0.3688387215
76	0.8639200999	0.3683049574
77	0.8651685393	0.3677955173
78	0.8651685393	0.3668111038
79	0.8651685393	0.3657962849
80	0.8639200999	0.3648736491
81	0.8639200999	0.3637937346
82	0.8639200999	0.3634649042
83	0.8639200999	0.3627949097
84	0.8639200999	0.362241793
85	0.8651685393	0.361707897
86	0.8651685393	0.3614644153
87	0.8664169788	0.360905109
88	0.8689138577	0.3600097115
89	0.8689138577	0.3595860297
90	0.8689138577	0.3590816772
91	0.8701622971	0.3585355552
92	0.8676654182	0.3576857737
93	0.8676654182	0.3574704406
94	0.8689138577	0.3568856734
95	0.8689138577	0.3559008609
96	0.8689138577	0.3554853868
97	0.8689138577	0.3551719097
98	0.8689138577	0.3544277187
99	0.8689138577	0.3538474416
100	0.8676654182	0.3534653255
101	0.8714107366	0.3525496052
102	0.8714107366	0.3517786578
103	0.8714107366	0.3512787533
104	0.8714107366	0.3511100142
105	0.8714107366	0.350811523
106	0.8714107366	0.3501153114
107	0.872659176	0.3498021868
108	0.8714107366	0.3489022752
109	0.8714107366	0.348480681
110	0.8701622971	0.3477667555
111	0.8701622971	0.3475115502
112	0.8714107366	0.3470985965
113	0.8714107366	0.3466398321
114	0.8714107366	0.3463715002
115	0.8714107366	0.3458402215
116	0.8701622971	0.3452785826
117	0.8714107366	0.345136533
118	0.8714107366	0.3447934687
119	0.8714107366	0.3442744071
120	0.8714107366	0.3438753015
121	0.8714107366	0.3433221266
122	0.8714107366	0.3429646195
123	0.8701622971	0.3423666616
124	0.8701622971	0.3420297166
125	0.8701622971	0.3411116274
126	0.8701622971	0.340743322
127	0.872659176	0.3396650475
