iter	Passed	Remaining
0	43	43226
1	129	64459
2	192	63889
3	224	55888
4	277	55140
5	339	56294
6	403	57200
7	468	58046
8	530	58455
9	595	58959
10	646	58117
11	677	55789
12	719	54654
13	782	55099
14	884	58069
15	955	58761
16	1024	59252
17	1150	62744
18	1210	62520
19	1270	62265
20	1326	61843
21	1394	61994
22	1453	61741
23	1504	61183
24	1564	60996
25	1613	60428
26	1674	60327
27	1731	60112
28	1789	59906
29	1848	59774
30	1907	59640
31	1967	59521
32	2030	59513
33	2083	59196
34	2159	59551
35	2252	60319
36	2342	60976
37	2435	61668
38	2501	61642
39	2559	61433
40	2619	61262
41	2679	61112
42	2720	60542
43	2782	60464
44	2847	60431
45	2907	60288
46	2971	60249
47	3030	60096
48	3088	59947
49	3148	59828
50	3210	59733
51	3276	59724
52	3341	59707
53	3402	59599
54	3424	58831
55	3459	58313
56	3519	58223
57	3579	58128
58	3641	58073
59	3741	58616
60	3815	58735
61	3837	58056
62	3899	57996
63	3951	57791
64	4026	57925
65	4088	57860
66	4148	57769
67	4216	57790
68	4278	57733
69	4341	57680
70	4402	57601
71	4423	57007
72	4495	57080
73	4627	57900
74	4639	57226
75	4731	57528
76	4791	57434
77	4859	57444
78	4937	57565
79	5007	57585
80	5075	57586
81	5142	57574
82	5206	57521
83	5267	57439
84	5352	57612
85	5411	57515
86	5474	57455
87	5537	57390
88	5597	57299
89	5647	57106
90	5708	57022
91	5767	56919
92	5831	56875
93	5889	56765
94	5949	56674
95	6008	56576
96	6069	56498
97	6129	56412
98	6187	56314
99	6228	56054
100	6288	55976
101	6346	55875
102	6367	55454
103	6426	55370
104	6488	55307
105	6551	55251
106	6613	55194
107	6674	55122
108	6734	55046
109	6796	54991
110	6922	55443
111	7018	55646
112	7081	55583
113	7139	55484
114	7198	55398
115	7258	55316
116	7318	55229
117	7384	55195
118	7449	55152
119	7510	55073
120	7567	54975
121	7625	54880
122	7686	54805
123	7745	54720
124	7805	54637
125	7865	54560
126	7925	54479
127	7984	54391
128	8043	54312
129	8106	54254
130	8136	53974
131	8194	53887
132	8245	53753
133	8305	53676
134	8364	53596
135	8424	53522
136	8484	53446
137	8544	53370
138	8573	53108
139	8594	52792
140	8652	52714
141	8713	52649
142	8734	52346
143	8794	52276
144	8853	52204
145	8923	52195
146	8982	52120
147	9067	52199
148	9203	52562
149	9285	52615
150	9367	52670
151	9426	52588
152	9486	52515
153	9544	52434
154	9612	52404
155	9672	52333
156	9733	52260
157	9794	52194
158	9854	52121
159	9913	52045
160	9975	51984
161	10034	51904
162	10092	51824
163	10152	51754
164	10183	51533
165	10247	51482
166	10307	51415
167	10366	51340
168	10426	51269
169	10487	51204
170	10507	50941
171	10566	50864
172	10626	50797
173	10695	50770
174	10760	50728
175	10822	50668
176	10881	50595
177	10941	50529
178	11000	50455
179	11061	50391
180	11121	50322
181	11181	50254
182	11242	50190
183	11301	50121
184	11368	50083
185	11471	50201
186	11559	50255
187	11648	50310
188	11709	50246
189	11772	50186
190	11831	50111
191	11890	50040
