iter	Accuracy	Logloss
0	0.8054862843	0.6725480114
1	0.8229426434	0.6540096646
2	0.825436409	0.6374669845
3	0.8266832918	0.6215417945
4	0.825436409	0.6064610776
5	0.8291770574	0.5914056962
6	0.8279301746	0.5793611982
7	0.8329177057	0.566702188
8	0.8329177057	0.5552367547
9	0.8379052369	0.5455141009
10	0.8366583541	0.5346500414
11	0.8354114713	0.5258066626
12	0.8366583541	0.5178882622
13	0.8366583541	0.5091905859
14	0.8403990025	0.5022523196
15	0.8403990025	0.495468056
16	0.8391521197	0.4874214754
17	0.8416458853	0.4812861056
18	0.8416458853	0.4751990018
19	0.8428927681	0.4698832734
20	0.8428927681	0.4639756114
21	0.8416458853	0.4586152193
22	0.8391521197	0.4533673176
23	0.8391521197	0.4489816864
24	0.8379052369	0.4447170635
25	0.8403990025	0.4408074354
26	0.8428927681	0.4390516366
27	0.8416458853	0.4348577524
28	0.8441396509	0.4316120431
29	0.8416458853	0.4301807686
30	0.8441396509	0.427718526
31	0.8428927681	0.4249036361
32	0.8441396509	0.4226686848
33	0.8441396509	0.4200169192
34	0.8441396509	0.4168239727
35	0.8416458853	0.4146698596
36	0.8428927681	0.412694001
37	0.8428927681	0.410299135
38	0.8428927681	0.4085120788
39	0.8441396509	0.4073320926
40	0.8441396509	0.4047755415
41	0.8441396509	0.4021658561
42	0.8453865337	0.3999638565
43	0.8453865337	0.398014741
44	0.8453865337	0.3964525178
45	0.8453865337	0.3951602226
46	0.8453865337	0.3933855984
47	0.8453865337	0.3919643736
48	0.8453865337	0.3903050984
49	0.8453865337	0.3885991675
50	0.8453865337	0.3871248224
51	0.8453865337	0.3856448006
52	0.8441396509	0.383973363
53	0.8453865337	0.3827940705
54	0.8453865337	0.3815596748
55	0.8453865337	0.380176163
56	0.8453865337	0.3788247967
57	0.849127182	0.3770049431
58	0.849127182	0.3749763462
59	0.8478802993	0.3725396621
60	0.8478802993	0.3702887453
61	0.8478802993	0.3690621116
62	0.849127182	0.3675687765
63	0.849127182	0.366276381
64	0.849127182	0.3653473526
65	0.8516209476	0.3638830509
66	0.8528678304	0.3631320011
67	0.8541147132	0.361758678
68	0.8541147132	0.3609616479
69	0.8528678304	0.3594400573
70	0.8516209476	0.3590459503
71	0.8541147132	0.3584583292
72	0.8528678304	0.3573921233
73	0.855361596	0.3563627097
74	0.855361596	0.3551830416
75	0.8566084788	0.3542921547
76	0.8566084788	0.3535728342
77	0.8578553616	0.3529113441
78	0.8566084788	0.3519389414
79	0.8591022444	0.3510527098
80	0.8591022444	0.3497067907
81	0.8591022444	0.3491452595
82	0.8591022444	0.3477409768
83	0.8591022444	0.347143748
84	0.8591022444	0.3471381755
85	0.86159601	0.3463458661
86	0.86159601	0.3455315462
87	0.8628428928	0.3445290332
88	0.8628428928	0.3439289437
89	0.8640897756	0.3430234931
90	0.8640897756	0.3421463547
91	0.8665835411	0.3412366223
92	0.8653366584	0.3409445861
93	0.8653366584	0.3405166682
94	0.8665835411	0.3397482788
95	0.8665835411	0.3390631293
96	0.8678304239	0.3386428219
97	0.8690773067	0.3381233218
98	0.8703241895	0.3376596515
99	0.8703241895	0.3376430955
100	0.8703241895	0.3369672142
101	0.8690773067	0.3365341971
102	0.8678304239	0.3357828414
103	0.8715710723	0.3353078728
104	0.8715710723	0.3351729749
105	0.8728179551	0.3347498308
106	0.8728179551	0.3339268485
107	0.8728179551	0.3334635441
108	0.8740648379	0.3322424992
109	0.8740648379	0.3321435343
110	0.8753117207	0.3317096666
111	0.8765586035	0.3306596229
112	0.8765586035	0.3301046072
113	0.8778054863	0.3296638674
114	0.8778054863	0.3293311159
115	0.8778054863	0.3289868772
116	0.8778054863	0.3282871406
117	0.8778054863	0.3279851207
118	0.8778054863	0.3277231126
119	0.8778054863	0.3268412366
120	0.8778054863	0.3265502776
121	0.8802992519	0.3260174697
122	0.8802992519	0.3255714869
123	0.8802992519	0.325182169
124	0.8802992519	0.3247419194
125	0.8802992519	0.3245085637
126	0.8802992519	0.3243538238
127	0.8802992519	0.3243482787
128	0.8802992519	0.3238797862
129	0.8815461347	0.322927513
130	0.8815461347	0.3227317489
131	0.8815461347	0.3224426702
132	0.8815461347	0.3219968032
133	0.8827930175	0.3215814891
134	0.8827930175	0.3212271385
135	0.8840399002	0.3209247185
136	0.8840399002	0.3209245481
137	0.885286783	0.3206653461
138	0.8840399002	0.3199011707
139	0.8840399002	0.3195162974
140	0.885286783	0.3188622127
141	0.8840399002	0.3185655184
142	0.885286783	0.3181940136
143	0.885286783	0.3177796149
144	0.885286783	0.3172651766
145	0.885286783	0.3165951508
146	0.885286783	0.3161980289
147	0.885286783	0.3160099976
148	0.8865336658	0.3152148182
149	0.8865336658	0.3151618732
150	0.8865336658	0.3151618626
151	0.8865336658	0.3146747955
152	0.8877805486	0.3140331035
153	0.8890274314	0.3135975063
154	0.8890274314	0.3132547513
155	0.8890274314	0.312579694
156	0.8890274314	0.3124236058
157	0.8890274314	0.3121745202
158	0.8890274314	0.3119203616
159	0.8890274314	0.3115270215
160	0.8890274314	0.3112090734
161	0.8877805486	0.3106135002
162	0.8890274314	0.3100530732
163	0.8890274314	0.3095274776
164	0.8890274314	0.3093200785
165	0.8902743142	0.3092292046
166	0.8902743142	0.3088962454
167	0.8902743142	0.3083352574
168	0.8902743142	0.3083206399
169	0.8902743142	0.3083188446
170	0.8902743142	0.3080461354
171	0.8927680798	0.3073164366
172	0.8927680798	0.3070779242
173	0.8927680798	0.306544221
174	0.891521197	0.3060151845
175	0.891521197	0.3059246662
176	0.8940149626	0.3051634729
177	0.8940149626	0.3043116774
178	0.8940149626	0.3041017676
179	0.8940149626	0.3041017672
180	0.8940149626	0.3037637777
181	0.8940149626	0.3037527527
182	0.8940149626	0.3035513565
183	0.8940149626	0.3033790155
184	0.8940149626	0.3031652654
185	0.8940149626	0.3031467551
186	0.8940149626	0.3029754908
187	0.8952618454	0.3027970437
188	0.8952618454	0.3027970435
189	0.8952618454	0.3022854427
190	0.8952618454	0.3020105947
191	0.8952618454	0.3013244472
192	0.8965087282	0.3004088913
193	0.8952618454	0.2999490608
194	0.8952618454	0.2993070906
195	0.8952618454	0.2992153863
196	0.8952618454	0.2986355327
197	0.8952618454	0.2984250631
198	0.8952618454	0.2981060549
199	0.8965087282	0.2978231634
200	0.8965087282	0.2974159164
201	0.8965087282	0.2973784459
202	0.8965087282	0.2971528716
203	0.8965087282	0.2966330918
204	0.8965087282	0.2966330879
205	0.897755611	0.2962628118
206	0.897755611	0.2962164262
207	0.897755611	0.2959974904
208	0.8990024938	0.2951988092
209	0.897755611	0.2950330729
210	0.897755611	0.2947496029
211	0.897755611	0.2941818553
212	0.897755611	0.2932751991
213	0.897755611	0.2931196124
214	0.897755611	0.2930297181
215	0.897755611	0.293029713
216	0.897755611	0.2930252736
