iter	Passed	Remaining
0	51	51472
1	110	55010
2	172	57407
3	231	57658
4	294	58594
5	381	63126
6	429	60869
7	492	61121
8	552	60859
9	626	62022
10	689	61995
11	718	59162
12	747	56733
13	803	56601
14	861	56587
15	920	56607
16	978	56569
17	1017	55490
18	1074	55499
19	1142	55981
20	1202	56046
21	1294	57540
22	1362	57881
23	1421	57813
24	1478	57677
25	1544	57840
26	1601	57723
27	1730	60086
28	1792	60030
29	1876	60688
30	1936	60521
31	1994	60322
32	2052	60158
33	2111	59992
34	2160	59558
35	2218	59402
36	2276	59248
37	2335	59119
38	2392	58957
39	2452	58857
40	2517	58884
41	2576	58775
42	2637	58702
43	2695	58557
44	2733	58014
45	2797	58025
46	2856	57913
47	2914	57810
48	2973	57713
49	3032	57614
50	3090	57503
51	3150	57437
52	3210	57358
53	3270	57291
54	3345	57474
55	3404	57396
56	3462	57287
57	3520	57183
58	3578	57073
59	3639	57022
60	3699	56944
61	3757	56846
62	3818	56788
63	3876	56688
64	3977	57214
65	4073	57640
66	4164	57988
67	4223	57892
68	4283	57798
69	4341	57686
70	4400	57573
71	4458	57465
72	4517	57362
73	4575	57256
74	4636	57187
75	4695	57088
76	4754	56997
77	4812	56888
78	4839	56415
79	4897	56325
80	4955	56218
81	5015	56146
82	5073	56056
83	5132	55972
84	5191	55882
85	5248	55779
86	5307	55702
87	5365	55606
88	5424	55525
89	5481	55420
90	5538	55325
91	5596	55238
92	5660	55200
93	5720	55134
94	5795	55207
95	5878	55354
96	5936	55266
97	6007	55294
98	6066	55209
99	6124	55119
100	6197	55166
101	6341	55826
102	6413	55854
103	6475	55787
104	6538	55732
105	6609	55747
106	6670	55673
107	6742	55684
108	6780	55429
109	6843	55373
110	6917	55401
111	6976	55310
112	7053	55368
113	7111	55272
114	7169	55177
115	7226	55074
116	7284	54979
117	7324	54749
118	7382	54652
119	7441	54569
120	7501	54497
121	7559	54405
122	7610	54259
123	7667	54167
124	7726	54083
125	7783	53991
126	7842	53906
127	7900	53822
128	7959	53739
