iter	Accuracy	Logloss
0	0.7880299252	0.6773215846
1	0.8067331671	0.6602441865
2	0.8154613466	0.644072456
3	0.812967581	0.6304178982
4	0.8092269327	0.6175045553
5	0.8154613466	0.6049278524
6	0.8142144638	0.5936420341
7	0.8154613466	0.5822899883
8	0.8154613466	0.57090891
9	0.819201995	0.5590235872
10	0.8204488778	0.5533107803
11	0.8216957606	0.5479567711
12	0.819201995	0.5396875255
13	0.8229426434	0.5323708516
14	0.8216957606	0.5252271326
15	0.8216957606	0.517494735
16	0.8229426434	0.5109656621
17	0.8241895262	0.504126962
18	0.8229426434	0.4992002999
19	0.8304239401	0.4921871846
20	0.8304239401	0.4891186367
21	0.8316708229	0.4839456939
22	0.8316708229	0.4787653276
23	0.8316708229	0.4735700719
24	0.8329177057	0.4695336985
25	0.8291770574	0.4665267923
26	0.8316708229	0.4622480478
27	0.8304239401	0.4579033209
28	0.8329177057	0.4545164171
29	0.8291770574	0.4517560343
30	0.8316708229	0.4486372662
31	0.8329177057	0.4456728597
32	0.8341645885	0.4424861782
33	0.8329177057	0.4399827242
34	0.8329177057	0.4371347972
35	0.8329177057	0.4346516533
36	0.8329177057	0.4327469968
37	0.8341645885	0.4308020668
38	0.8341645885	0.4292416145
39	0.8341645885	0.4269700015
40	0.8354114713	0.4254024497
41	0.8354114713	0.422967826
42	0.8341645885	0.4210334522
43	0.8341645885	0.4193163994
44	0.8329177057	0.4176645682
45	0.8329177057	0.4162868051
46	0.8354114713	0.4143457664
47	0.8366583541	0.4126825988
48	0.8366583541	0.4110315963
49	0.8354114713	0.409136404
50	0.8391521197	0.4076405184
51	0.8403990025	0.405020343
52	0.8416458853	0.4027823702
53	0.8416458853	0.4011226934
54	0.8416458853	0.399675978
55	0.8428927681	0.3986307405
56	0.8428927681	0.3974115409
57	0.8416458853	0.3963360574
58	0.8428927681	0.3951981416
59	0.8428927681	0.3944987788
60	0.8453865337	0.3925906851
61	0.8453865337	0.3925586322
62	0.8453865337	0.3918720955
63	0.8453865337	0.3907281613
64	0.8441396509	0.389589245
65	0.8466334165	0.387465084
66	0.8453865337	0.3866871368
67	0.8478802993	0.3848640941
68	0.8516209476	0.3824889482
69	0.8503740648	0.3817060304
70	0.8503740648	0.3808943686
71	0.8503740648	0.3799822464
72	0.8503740648	0.378656555
73	0.8503740648	0.3773077104
74	0.8503740648	0.3764610669
75	0.8516209476	0.3750338737
76	0.8528678304	0.3731948953
77	0.8541147132	0.3718459604
78	0.8541147132	0.370921402
79	0.855361596	0.3695721389
80	0.8541147132	0.369268114
81	0.8541147132	0.3688053223
82	0.8541147132	0.3682946071
83	0.855361596	0.36718885
84	0.855361596	0.3663879085
85	0.8566084788	0.3661133511
86	0.8566084788	0.3641130107
87	0.8566084788	0.3636632168
88	0.8566084788	0.362814499
89	0.8591022444	0.3621031412
90	0.8591022444	0.360990811
91	0.8603491272	0.3600185823
92	0.8591022444	0.3594025158
93	0.86159601	0.3583718646
94	0.86159601	0.357711347
95	0.86159601	0.3571572381
96	0.86159601	0.3566364936
97	0.86159601	0.3555778736
98	0.86159601	0.3547754433
99	0.86159601	0.3546073433
100	0.86159601	0.3540572586
101	0.86159601	0.3535307959
102	0.86159601	0.3532159617
103	0.86159601	0.3530007495
104	0.8640897756	0.352206703
105	0.8640897756	0.3514915208
106	0.8640897756	0.3505644925
107	0.8653366584	0.3504060833
108	0.8665835411	0.3500039448
109	0.8665835411	0.3494744168
110	0.8665835411	0.3494254384
111	0.8665835411	0.3490078571
112	0.8665835411	0.3488755974
113	0.8665835411	0.3485398609
114	0.8665835411	0.3485392193
115	0.8665835411	0.3485386157
116	0.8665835411	0.3481577071
117	0.8665835411	0.3481571706
118	0.8653366584	0.3475541073
119	0.8653366584	0.3466974011
120	0.8653366584	0.346030453
121	0.8678304239	0.3457177343
122	0.8678304239	0.3451377957
123	0.8678304239	0.3444136983
124	0.8678304239	0.3441147806
125	0.8678304239	0.3436907423
126	0.8678304239	0.3431105483
127	0.8665835411	0.3424589974
128	0.8703241895	0.3420401956
129	0.8715710723	0.3412851812
130	0.8715710723	0.3409572242
131	0.8715710723	0.3406830277
132	0.8715710723	0.3401298612
133	0.8715710723	0.3399179387
134	0.8715710723	0.3391140215
135	0.8703241895	0.3385536773
136	0.8690773067	0.3383102662
137	0.8690773067	0.3382771257
138	0.8703241895	0.3375577788
139	0.8703241895	0.3369599547
140	0.8703241895	0.3361552443
141	0.8690773067	0.3355557844
142	0.8703241895	0.335284193
143	0.8703241895	0.3352679711
144	0.8703241895	0.3349734569
145	0.8703241895	0.3346435831
146	0.8703241895	0.3345917212
147	0.8715710723	0.33423757
148	0.8715710723	0.3333737643
149	0.8728179551	0.3328538606
150	0.8728179551	0.3326154461
151	0.8728179551	0.3322723959
152	0.8728179551	0.3319709022
153	0.8753117207	0.3314322491
154	0.8753117207	0.331019154
155	0.8765586035	0.3302066118
156	0.8765586035	0.3301672886
157	0.8765586035	0.3297182495
158	0.8765586035	0.3290846256
159	0.8778054863	0.3287329152
160	0.8778054863	0.3283438525
161	0.8778054863	0.3279225989
162	0.8778054863	0.3277904092
163	0.8802992519	0.3270047431
164	0.8802992519	0.3264569805
165	0.8815461347	0.3259283092
166	0.8815461347	0.3259106614
167	0.8815461347	0.3256350656
168	0.8827930175	0.3253236409
169	0.8827930175	0.3253007979
170	0.8827930175	0.3249559919
171	0.8840399002	0.3242832089
172	0.8840399002	0.3237074552
173	0.885286783	0.3233978762
174	0.885286783	0.3232408372
175	0.885286783	0.3230349794
176	0.885286783	0.322812494
177	0.885286783	0.3224714224
178	0.885286783	0.322114467
179	0.8877805486	0.3216394012
180	0.8877805486	0.3214737541
181	0.8877805486	0.321465164
182	0.8877805486	0.3211125881
183	0.8877805486	0.3210455279
184	0.8877805486	0.3210455275
185	0.8877805486	0.320988462
186	0.8877805486	0.3205667182
187	0.8877805486	0.3200794061
188	0.8877805486	0.3198307921
