iter	Logloss
812	0.5231606207
813	0.5230520059
814	0.5229168826
815	0.5227693389
816	0.5226390951
817	0.5225309858
818	0.5224085521
819	0.5222978585
820	0.5220989258
821	0.5219909275
822	0.5217980867
823	0.5216599047
824	0.5215713632
825	0.5214772755
826	0.5213320543
827	0.5212074458
828	0.5210286326
829	0.5208717057
830	0.5207006795
831	0.520557262
832	0.5203889026
833	0.5202540373
834	0.520123994
835	0.5200174029
836	0.5198684579
837	0.5197510351
838	0.5196386742
839	0.5195253943
840	0.519404301
841	0.5192681813
842	0.5191468435
843	0.5190362805
844	0.5189020456
845	0.5187924878
846	0.5186938596
847	0.5185596373
848	0.51842645
849	0.5182777306
850	0.5181901643
851	0.5180694588
852	0.5179758164
853	0.51785175
854	0.5177026352
855	0.517578729
856	0.5174412406
857	0.517230969
858	0.5170800059
859	0.5169632759
860	0.5168249481
861	0.5167162425
862	0.5166330766
863	0.5165106775
864	0.5163513687
865	0.5162352144
866	0.5160816067
867	0.5159180914
868	0.5158169807
869	0.5156882883
870	0.5155600183
871	0.5154355074
872	0.5152966885
873	0.515206249
874	0.515058272
875	0.5149350431
876	0.5148309474
877	0.5146975611
878	0.5145365315
879	0.5144369287
880	0.5142969101
881	0.5141686114
882	0.5140615442
883	0.5139801881
884	0.5138393566
885	0.5137168434
886	0.5136094422
887	0.51349216
888	0.5133643861
889	0.5132487219
890	0.5131466164
891	0.5130289018
892	0.5128839179
893	0.5127632701
894	0.5126289204
895	0.512500434
896	0.5123794718
897	0.5122521627
898	0.5121274429
899	0.5119945899
900	0.5118801135
901	0.5117682736
902	0.511588458
903	0.5114541146
904	0.5113230017
905	0.5112002416
906	0.5111061563
907	0.5109658105
908	0.5108546166
909	0.5107360082
910	0.5105853984
911	0.5104690089
912	0.5103241153
913	0.5101787056
914	0.510061385
915	0.5099222685
916	0.5097747952
917	0.5096691125
918	0.5095503075
919	0.5094040557
920	0.5093277375
921	0.5092274101
922	0.5090915455
923	0.5089815124
924	0.5088068195
925	0.5087060421
926	0.5085897392
927	0.5084850846
928	0.5083838885
929	0.5081994266
930	0.5080876895
931	0.5079782242
932	0.5078810449
933	0.5077600816
934	0.5076409889
935	0.5075400457
936	0.5074194539
937	0.5073238054
938	0.5072214255
939	0.5070970386
940	0.5069785407
941	0.5068838848
942	0.5067289723
943	0.5066191313
944	0.5064595397
945	0.5063096146
946	0.5062443761
947	0.5061579448
948	0.5060032462
949	0.5058107703
950	0.5056956727
951	0.5055884101
952	0.5054850886
953	0.5053985229
954	0.5052764498
955	0.5051674235
956	0.5050670575
957	0.5049609117
958	0.5048429959
959	0.5046921656
960	0.5045267076
961	0.5043619554
962	0.5042168734
963	0.504095256
964	0.5039600036
965	0.5038191852
966	0.5037128697
967	0.5036134962
968	0.503473438
969	0.5033701646
970	0.5032823821
971	0.5031473522
972	0.5030547731
973	0.5028944931
974	0.5027250634
975	0.5026164399
976	0.5025123009
977	0.5024199264
978	0.5023191124
979	0.5022085634
980	0.5020795619
981	0.5019552159
982	0.5018511017
983	0.5017531751
984	0.5016212223
985	0.5015033408
986	0.5013542394
987	0.5011979631
988	0.501044959
989	0.5008730543
990	0.5007366004
991	0.500581883
992	0.5004612112
993	0.500291052
994	0.5001551722
995	0.5000709259
996	0.4999796963
997	0.4998618877
998	0.4997634095
999	0.4996254891
